"kaupverd";"teg_eign";"svfn";"byggar";"efstah";"haednr";"fjibmhl";"fjmib";"lyfta";"birtm2";"fjhaed";"fjbkar";"fjsturt";"fjklos";"fjeld";"fjherb";"fjstof";"fjgeym";"matssvaedi";"undirmatssvaedi"
26500;"Íbúðareign";0;"1966";3;2;6;1;0;105.6;1;1;0;1;1;2;1;0;100;1
19200;"Íbúðareign";0;"1915";2;0;3;1;0;54;1;0;1;1;1;2;1;0;20;0
49500;"Íbúðareign";0;"1963";2;2;3;1;0;208.4;2;1;1;2;1;4;2;1;283;0
13500;"Íbúðareign";6000;"1965";3;3;7;1;0;84.6;1;1;0;1;1;2;1;1;6040;0
27400;"Íbúðareign";0;"2014";7;2;48;1;1;72;1;0;1;1;1;1;1;1;90;0
34000;"Íbúðareign";0;"1963";4;1;8;1;0;131.5;1;1;0;1;1;3;2;3;90;17
48500;"Íbúðareign";0;"1949";2;1;2;1;0;208.7;2;0;2;2;1;6;3;0;100;0
20850;"Íbúðareign";0;"1983";4;1;6;1;0;70.1;1;0;1;1;1;1;1;1;220;0
55500;"Íbúðareign";0;"2008";9;2;42;1;3;127.6;1;1;1;1;1;2;1;0;20;51
23900;"Íbúðareign";0;"1975";8;4;39;1;1;115.8;1;1;0;1;1;2;1;1;160;0
27500;"Íbúðareign";0;"1964";4;3;9;1;0;117.7;1;1;0;1;1;3;2;1;91;0
36900;"Íbúðareign";0;"2014";3;3;11;1;1;115.5;1;1;0;1;1;3;1;1;270;0
45400;"Íbúðareign";0;"2006";2;2;2;1;0;174.1;2;1;1;1;1;3;1;0;270;0
38500;"Íbúðareign";1000;"2007";5;1;54;1;3;136.7;1;1;1;1;1;3;1;1;351;0
21000;"Íbúðareign";1000;"1978";10;10;60;1;2;89.2;1;1;0;1;1;2;1;0;320;62
18300;"Íbúðareign";0;"1979";3;1;6;1;0;50;1;0;1;1;1;1;1;1;160;0
22700;"Íbúðareign";0;"1980";3;2;12;1;0;91;1;1;0;1;1;2;1;1;160;0
93000;"Einbýlishús";0;"1982";2;1;1;1;0;391.8;2;2;1;3;1;9;2;0;220;0
47000;"Íbúðareign";0;"1962";2;2;4;1;0;157.2;1;1;0;2;1;4;1;1;91;48
34900;"Íbúðareign";0;"2014";7;1;18;1;1;93.1;1;0;1;1;1;2;1;0;90;0
30500;"Íbúðareign";1300;"2003";3;1;10;1;0;110.6;1;1;0;1;1;3;1;0;700;0
27200;"Íbúðareign";6000;"2011";2;1;4;1;0;96.9;1;0;1;1;1;2;1;1;6010;0
32900;"Íbúðareign";0;"2014";7;4;48;1;1;74.4;1;0;1;1;1;1;1;1;90;0
38400;"Íbúðareign";0;"2014";7;1;18;1;1;101.1;1;0;1;1;1;2;1;0;90;0
27860;"Íbúðareign";0;"2014";7;3;48;1;1;71.6;1;0;1;1;1;1;1;1;90;0
32500;"Íbúðareign";0;"2014";3;1;11;1;1;101.6;1;0;1;1;1;3;1;0;270;0
32700;"Íbúðareign";1400;"1965";4;1;10;1;0;156.4;1;1;0;1;1;4;1;1;600;0
26000;"Íbúðareign";1604;"2007";3;1;9;1;0;91.8;1;1;0;1;1;2;1;0;800;0
24300;"Íbúðareign";0;"1967";3;1;9;1;0;95.4;1;1;0;1;1;3;1;1;200;0
35200;"Raðhús";0;"1991";2;1;1;1;0;131.2;2;1;1;2;1;3;2;0;130;0
31250;"Íbúðareign";0;"1999";3;1;8;1;0;115.1;1;1;0;1;1;3;1;0;130;0
27000;"Íbúðareign";0;"1995";2;2;8;1;0;95.7;1;1;0;1;1;3;1;0;130;0
17000;"Íbúðareign";0;"1967";3;2;8;1;0;55.4;1;1;0;1;1;1;1;1;200;0
34500;"Íbúðareign";0;"2004";4;1;36;1;1;122.6;1;1;0;1;1;3;1;1;270;0
20750;"Einbýlishús";1400;"1954";1;1;1;1;0;71.3;2;0;1;1;0;2;1;1;600;0
28500;"Íbúðareign";1000;"2005";4;4;29;1;2;100.4;1;1;0;1;1;2;1;0;350;0
24600;"Íbúðareign";1000;"1979";7;4;25;1;1;72.8;1;1;0;1;1;2;1;0;320;0
25500;"Íbúðareign";1000;"2005";3;2;29;1;3;79.2;1;1;0;1;1;1;1;0;350;0
38000;"Íbúðareign";0;"1958";4;1;9;1;0;107;1;1;0;1;1;3;2;0;25;0
86000;"Einbýlishús";0;"2002";1;1;1;1;0;256.9;1;1;2;3;2;4;2;1;75;0
40900;"Íbúðareign";0;"2014";7;5;18;1;1;93.4;1;0;1;1;1;2;1;0;90;0
14000;"Einbýlishús";2000;"1946";1;1;1;1;0;142.2;1;1;0;1;1;2;1;1;2050;0
72900;"Einbýlishús";1000;"2004";2;1;1;1;0;242.3;2;1;2;2;1;4;2;1;350;0
41000;"Íbúðareign";1000;"2014";5;3;11;1;1;125.3;1;0;1;1;1;2;1;1;320;44
19300;"Íbúðareign";0;"1943";2;0;2;1;0;58.6;1;0;1;1;1;1;1;3;90;0
41000;"Parhús";1604;"1962";2;1;1;1;0;198.5;3;0;0;1;1;4;1;0;810;0
29300;"Íbúðareign";0;"1963";3;1;14;1;0;94.4;2;1;0;1;1;2;2;1;100;0
28300;"Íbúðareign";1400;"2008";2;1;4;1;0;109.1;1;1;1;1;1;2;1;1;630;0
44000;"Íbúðareign";1000;"2014";9;3;33;1;2;121;1;0;1;1;1;2;1;2;320;44
41000;"Einbýlishús";1000;"1955";2;1;1;1;0;135.6;2;1;1;2;1;4;1;2;320;0
22200;"Íbúðareign";0;"1970";4;3;10;1;0;85.3;1;1;0;1;1;2;1;1;160;21
62000;"Einbýlishús";1100;"1978";1;1;1;1;0;183.3;1;0;1;2;1;5;1;1;400;0
38300;"Íbúðareign";1100;"1971";3;2;7;1;0;131.9;1;1;0;1;1;3;1;0;400;0
25900;"Íbúðareign";1400;"1989";4;3;7;1;0;105.8;1;1;0;1;1;4;1;1;600;0
30100;"Íbúðareign";0;"2014";7;4;48;1;1;72.9;1;0;1;1;1;1;1;1;90;0
28700;"Íbúðareign";0;"2008";3;1;8;1;1;90.5;1;1;1;1;1;1;1;1;181;0
34500;"Raðhús";0;"2004";2;1;1;1;0;113.3;2;1;0;1;1;3;1;1;200;0
31400;"Íbúðareign";0;"2014";7;3;48;1;1;74;1;0;1;1;1;1;1;1;90;0
31900;"Íbúðareign";0;"2014";7;5;48;1;1;72.7;1;0;1;1;1;1;1;1;90;0
23000;"Íbúðareign";0;"1994";3;1;6;1;0;70.7;1;1;0;1;1;2;1;0;130;0
54600;"Raðhús";0;"1968";1;1;1;1;0;168.5;1;1;1;2;1;5;1;1;280;0
29500;"Íbúðareign";0;"1950";2;1;5;1;0;107.6;2;1;1;2;1;1;2;1;100;0
32000;"Íbúðareign";0;"1988";4;1;8;1;1;99.8;1;0;1;1;1;2;1;0;20;0
21000;"Íbúðareign";0;"1945";4;0;8;1;0;40.7;1;0;1;1;1;1;1;0;90;20
28500;"Íbúðareign";0;"2011";3;1;6;1;1;90.4;1;0;1;1;1;1;1;0;181;0
37500;"Raðhús";0;"1997";1;1;1;1;0;134.6;1;1;1;1;1;2;1;0;130;0
31000;"Íbúðareign";0;"1985";7;5;60;1;2;77;1;0;1;1;1;1;1;2;85;0
33500;"Íbúðareign";0;"1958";9;7;43;1;2;130.9;1;1;0;1;1;3;1;0;100;0
21000;"Íbúðareign";2000;"2007";2;2;16;1;0;96.2;1;1;0;1;1;2;1;0;2040;0
30000;"Einbýlishús";2000;"1963";1;1;1;1;0;188;1;1;0;1;1;3;1;0;2050;0
35700;"Íbúðareign";1300;"1987";2;1;9;1;0;120.9;1;0;1;1;1;2;1;0;500;0
48500;"Einbýlishús";1300;"1973";1;1;1;1;0;155.8;1;1;1;1;1;3;2;2;500;0
24900;"Íbúðareign";1400;"2005";5;2;24;1;1;96.8;1;0;1;1;1;2;1;0;630;0
67000;"Einbýlishús";1100;"1997";2;1;1;1;0;195.9;2;1;1;2;1;4;1;1;400;0
61700;"Raðhús";0;"1971";2;1;1;1;0;203.1;2;1;1;2;1;5;2;1;280;0
56100;"Raðhús";0;"1970";2;1;1;1;0;214.6;2;1;2;2;1;4;1;1;280;0
10500;"Íbúðareign";2000;"1984";3;2;8;1;0;65.2;1;1;0;1;1;1;1;0;2050;0
28900;"Einbýlishús";2000;"1981";1;1;1;1;0;171.1;1;1;0;1;1;4;1;0;2040;0
18400;"Íbúðareign";1400;"1943";2;1;4;1;0;80.2;1;0;1;1;1;1;1;1;600;0
71500;"Einbýlishús";1300;"1978";1;1;1;1;0;256;2;1;1;2;1;8;1;0;500;0
38000;"Einbýlishús";1400;"1984";2;1;1;1;0;183.5;2;1;1;1;1;5;1;0;680;0
45000;"Raðhús";1000;"2002";2;1;1;1;0;170.9;2;1;1;2;1;4;1;2;340;0
38800;"Íbúðareign";1000;"2008";2;1;2;1;0;129.9;1;1;1;1;1;3;1;1;350;0
21000;"Íbúðareign";1000;"1963";2;1;5;1;0;90.1;1;1;0;1;1;1;1;0;300;0
30900;"Íbúðareign";0;"1947";3;0;4;1;0;88.7;1;0;1;1;1;2;1;0;80;0
35500;"Íbúðareign";0;"1951";3;2;4;1;0;131.5;1;0;1;1;1;2;2;0;80;0
39400;"Íbúðareign";0;"2014";7;3;18;1;1;96.8;1;0;1;1;1;2;1;0;90;0
44000;"Einbýlishús";0;"1981";2;1;1;1;0;365.3;3;1;1;3;1;8;1;0;150;0
16000;"Íbúðareign";0;"1926";3;1;3;1;0;52.5;1;0;1;1;1;0;2;1;20;4
40000;"Íbúðareign";0;"1968";3;2;6;1;0;145.6;1;1;0;1;1;3;2;1;280;0
71750;"Einbýlishús";0;"2003";2;1;1;1;0;207.4;2;0;2;2;1;3;2;1;180;0
17900;"Íbúðareign";0;"1960";4;0;28;1;0;49.9;1;1;0;1;1;1;1;0;100;0
32400;"Íbúðareign";0;"2014";7;3;48;1;1;80.8;1;0;1;1;1;1;1;1;90;0
30900;"Íbúðareign";0;"2014";7;4;48;1;1;73;1;0;1;1;1;1;1;1;90;0
36500;"Íbúðareign";0;"1987";4;2;5;1;0;84.4;1;1;0;1;1;2;1;0;11;0
49900;"Parhús";0;"1999";2;1;1;1;0;182.8;2;1;1;2;1;3;1;1;220;0
27200;"Raðhús";6000;"1987";2;1;1;1;0;173.9;2;1;1;2;1;4;1;0;6040;0
17800;"Íbúðareign";6000;"1942";2;2;2;1;0;81.5;1;1;0;1;1;1;2;0;6020;0
37800;"Einbýlishús";2000;"1970";1;1;1;1;0;189.5;2;1;1;2;1;5;2;0;2040;0
40200;"Íbúðareign";1400;"1987";2;2;2;1;0;171.5;2;1;1;1;1;3;1;0;600;0
28500;"Íbúðareign";0;"1960";5;2;13;1;0;87.3;1;1;0;1;1;3;1;1;72;0
32000;"Íbúðareign";0;"1992";7;2;49;1;2;95.2;1;1;1;1;1;1;1;1;280;0
26000;"Íbúðareign";1000;"1995";4;2;7;1;0;91.6;1;1;1;1;1;2;1;0;340;0
36600;"Íbúðareign";0;"2014";3;3;11;1;1;114.8;1;1;0;1;1;3;1;1;270;0
25900;"Íbúðareign";1000;"1998";9;2;44;1;2;79.5;1;1;0;1;1;2;1;1;330;0
30500;"Íbúðareign";1400;"2006";5;1;37;1;1;110.2;1;1;1;1;1;3;1;0;630;0
130000;"Einbýlishús";1000;"2007";2;1;1;1;0;416;2;1;3;5;1;5;1;0;351;0
25400;"Íbúðareign";0;"1960";2;0;3;1;0;97.2;1;1;0;1;1;2;2;0;281;40
19900;"Íbúðareign";0;"1942";2;1;5;1;0;53.5;1;0;1;1;1;1;1;1;100;0
30500;"Íbúðareign";1000;"1988";3;1;9;1;0;128;1;1;0;1;1;2;1;0;330;0
30800;"Íbúðareign";6000;"2015";2;2;4;1;0;106.6;1;0;1;1;1;3;1;1;6010;0
32500;"Íbúðareign";0;"1989";4;3;8;1;0;147.8;1;1;0;1;1;3;1;1;120;0
25750;"Íbúðareign";0;"1966";3;2;6;1;0;108.1;1;1;1;1;1;3;2;0;200;0
21225;"Íbúðareign";6000;"1992";3;2;5;1;0;104.1;1;1;0;1;1;3;1;0;6040;0
28500;"Íbúðareign";0;"1964";4;3;13;1;0;100.9;1;1;1;1;1;3;2;0;91;0
36000;"Íbúðareign";0;"1960";2;1;2;1;0;123.1;2;1;0;2;1;3;1;0;284;0
20900;"Íbúðareign";0;"1953";4;0;7;1;0;67.1;1;1;0;1;1;1;1;0;72;0
23800;"Íbúðareign";0;"2007";5;2;37;1;4;66.9;1;1;0;1;1;1;1;0;270;0
27900;"Íbúðareign";0;"1986";3;2;8;1;0;97.4;1;1;0;1;1;2;1;1;120;0
53000;"Raðhús";0;"2002";2;1;1;1;0;208.7;2;1;1;2;1;4;2;0;180;0
12200;"Íbúðareign";2000;"1985";3;2;8;1;0;84.2;1;1;0;1;1;2;1;0;2050;0
16400;"Íbúðareign";2000;"1977";2;1;6;1;0;79.3;1;1;0;1;1;2;1;0;2050;0
28700;"Íbúðareign";0;"2007";5;2;37;1;4;97.1;1;1;0;1;1;2;1;0;270;0
15300;"Íbúðareign";0;"1942";1;0;2;1;0;48.7;1;0;1;1;1;1;1;0;90;0
25800;"Íbúðareign";0;"2007";4;1;36;1;2;84.8;1;1;0;1;1;1;1;0;270;0
34000;"Íbúðareign";0;"1986";3;1;6;1;0;77.2;1;1;0;1;1;2;1;0;11;0
26000;"Íbúðareign";0;"1961";3;3;5;1;0;76.3;1;1;0;1;1;1;1;0;100;0
25600;"Íbúðareign";0;"1945";3;0;3;1;0;95.7;1;1;0;1;1;2;1;0;90;0
19000;"Íbúðareign";0;"1972";4;4;7;1;0;97;1;0;1;1;1;3;1;1;161;0
29400;"Íbúðareign";0;"1902";3;1;2;1;0;83.3;1;0;0;1;1;2;2;1;25;0
21500;"Íbúðareign";0;"1945";3;0;3;1;0;65.7;1;1;0;1;1;1;1;1;90;0
42000;"Einbýlishús";1300;"1987";1;1;1;1;0;194.4;1;1;1;1;1;4;1;0;700;0
28300;"Íbúðareign";0;"1936";3;3;4;1;0;84.5;1;0;1;1;1;2;1;1;25;0
33900;"Íbúðareign";0;"2014";7;5;48;1;1;73;1;0;1;1;1;1;1;1;90;0
29900;"Íbúðareign";0;"2014";7;6;48;1;1;65.4;1;0;1;1;1;1;1;1;90;0
28900;"Íbúðareign";0;"2014";7;3;48;1;1;73;1;0;1;1;1;1;1;1;90;0
30900;"Íbúðareign";0;"2014";7;4;48;1;1;72.9;1;0;1;1;1;1;1;1;90;0
19450;"Íbúðareign";0;"1963";4;4;8;1;0;59.4;1;1;0;1;1;1;1;2;91;28
34500;"Íbúðareign";1604;"1998";3;3;8;1;0;144;1;1;0;1;1;3;1;0;840;0
33900;"Íbúðareign";0;"1960";3;3;4;1;0;90;1;0;1;1;1;3;1;0;100;0
29900;"Íbúðareign";0;"1965";4;4;9;1;0;110.9;1;1;0;1;1;2;1;0;91;0
29000;"Íbúðareign";0;"1971";2;1;8;1;0;89.9;1;1;1;3;1;3;2;1;280;0
66000;"Einbýlishús";0;"1975";2;1;1;1;0;295.9;2;1;1;2;1;7;2;0;281;0
23200;"Íbúðareign";1400;"1960";2;2;4;1;0;96.5;1;1;0;1;1;2;1;2;600;0
21500;"Íbúðareign";6000;"1992";3;1;5;1;0;105;1;1;0;1;1;3;1;0;6040;0
23700;"Parhús";2000;"1973";1;1;1;1;0;146.6;1;1;0;1;1;3;1;0;2050;0
30000;"Íbúðareign";0;"1967";3;2;6;1;0;97.8;1;1;0;1;1;3;1;0;80;0
42000;"Íbúðareign";1300;"2007";3;1;6;1;0;138.4;1;1;1;1;1;3;1;0;511;0
30000;"Íbúðareign";1400;"1976";4;3;8;1;0;143.9;1;1;1;1;1;3;1;2;600;0
60000;"Íbúðareign";0;"1954";3;2;3;1;0;132.8;1;1;1;2;1;4;2;1;70;6
29136;"Íbúðareign";1300;"2007";3;1;6;1;0;138.4;1;1;1;1;1;3;1;0;511;0
22700;"Íbúðareign";0;"1959";4;4;8;1;0;61.6;1;1;0;1;1;1;1;0;100;0
27000;"Íbúðareign";0;"1959";4;3;8;1;0;83.7;1;1;0;1;1;2;1;0;80;17
34900;"Íbúðareign";0;"2014";3;2;11;1;1;115;1;1;0;1;1;3;1;1;270;0
25500;"Íbúðareign";0;"1958";3;0;4;1;0;73.4;1;1;0;1;1;2;1;0;100;0
27800;"Íbúðareign";1400;"1976";4;4;8;1;0;152.4;1;1;1;1;1;3;1;1;600;0
30000;"Íbúðareign";1000;"1956";2;1;3;1;0;97.8;1;1;0;1;1;2;1;0;300;0
28900;"Íbúðareign";1000;"1998";3;2;6;1;0;96.5;1;0;1;1;1;2;1;1;330;0
62000;"Einbýlishús";1000;"1954";2;1;1;1;0;249.5;2;0;1;2;2;3;4;1;300;0
64800;"Einbýlishús";1000;"1966";2;1;1;1;0;215.1;2;2;2;4;2;5;3;0;320;0
21000;"Íbúðareign";0;"1936";2;0;5;1;0;65.8;1;0;1;1;1;1;1;2;90;12
23700;"Íbúðareign";0;"1968";3;3;8;1;0;102.3;1;1;0;1;1;3;1;1;170;0
18000;"Íbúðareign";0;"1972";4;4;10;1;0;79.2;1;1;0;1;1;2;1;1;161;0
42500;"Raðhús";1400;"1972";2;1;1;1;0;218.2;2;1;1;2;1;5;2;0;600;0
24900;"Íbúðareign";0;"1943";2;0;3;1;0;87;1;0;1;1;1;1;1;1;90;0
18700;"Íbúðareign";0;"1972";4;4;10;1;0;78.1;1;1;0;1;1;2;1;1;161;0
23900;"Íbúðareign";0;"1954";3;3;4;1;0;41.9;1;1;1;1;1;2;1;1;70;0
18400;"Íbúðareign";0;"1978";3;2;7;1;0;60.9;1;1;0;1;1;1;1;1;160;0
7900;"Íbúðareign";2000;"1981";3;3;8;1;0;62.4;1;0;1;1;1;1;1;0;2050;0
13800;"Íbúðareign";2000;"1983";3;2;8;1;0;91.9;1;1;0;1;1;2;1;0;2050;0
15500;"Íbúðareign";2000;"1957";2;1;4;1;0;109;1;1;0;1;1;3;1;1;2040;0
17300;"Einbýlishús";2000;"1980";2;1;1;1;0;159.1;3;1;1;1;1;3;2;1;2050;0
43000;"Parhús";1400;"2000";2;1;1;1;0;161.8;2;1;1;1;1;3;1;2;640;0
38655;"Íbúðareign";1000;"2014";2;0;6;1;0;112.9;1;0;2;2;1;2;1;1;351;0
26250;"Íbúðareign";1000;"1982";4;2;18;1;0;87.3;1;1;0;1;1;3;1;0;320;0
51000;"Einbýlishús";1000;"1955";2;1;1;1;0;148.7;2;0;1;2;1;4;1;0;300;0
50000;"Einbýlishús";1000;"1953";2;1;1;1;0;226.8;2;1;0;1;1;2;2;4;300;0
18900;"Íbúðareign";0;"1945";2;0;3;1;0;52.7;1;0;1;1;1;1;1;0;100;0
34400;"Íbúðareign";1100;"1984";6;6;16;1;1;110.3;1;1;0;1;1;4;1;0;400;0
44000;"Íbúðareign";0;"2000";6;1;48;1;2;134.8;1;1;1;2;1;3;2;1;90;46
63500;"Parhús";1100;"1975";1;1;1;1;0;180.3;1;1;1;1;1;4;2;0;400;0
38000;"Íbúðareign";0;"1955";2;2;3;1;0;119.2;2;1;0;1;1;3;1;0;100;0
21400;"Íbúðareign";0;"1972";4;3;7;1;0;97;1;1;0;1;1;3;1;1;161;0
20750;"Íbúðareign";0;"1962";4;2;8;1;0;55.9;1;1;0;1;1;1;1;1;80;17
27000;"Íbúðareign";0;"1988";2;2;7;1;0;95.3;1;1;0;1;1;1;1;0;120;0
50250;"Parhús";0;"1990";2;1;1;1;0;243.2;2;1;1;2;1;4;3;0;120;0
18500;"Íbúðareign";0;"1972";4;2;10;1;0;77.8;1;1;0;1;1;2;1;1;161;0
26900;"Íbúðareign";0;"2014";7;1;38;1;1;65.5;1;0;1;1;1;1;1;0;90;0
25300;"Íbúðareign";0;"2014";7;1;38;1;1;64.9;1;0;1;1;1;1;1;0;90;0
54516;"Íbúðareign";0;"2014";7;3;68;1;3;128.8;1;1;2;2;1;3;1;1;20;47
37500;"Íbúðareign";0;"1983";3;2;6;1;0;112.9;1;1;0;1;1;3;1;0;85;0
31300;"Íbúðareign";1400;"2006";9;4;34;1;2;124.2;1;1;1;1;1;3;1;1;630;0
23400;"Íbúðareign";1400;"1971";8;8;63;1;2;68.1;1;1;0;1;1;1;1;0;600;0
24000;"Íbúðareign";1000;"1973";4;3;8;1;0;75.1;1;1;0;1;1;2;1;1;320;0
32900;"Íbúðareign";1000;"2001";7;5;22;1;1;107.9;1;1;0;1;1;2;1;1;340;0
29500;"Íbúðareign";6000;"2013";3;2;15;1;0;117.2;1;1;0;1;1;3;1;1;6010;0
27300;"Íbúðareign";0;"1996";2;2;23;1;0;106;1;1;0;1;1;3;1;1;130;0
30800;"Íbúðareign";1604;"2002";2;2;8;1;0;99;1;1;0;1;1;2;1;0;840;0
36500;"Íbúðareign";0;"1986";3;3;6;1;0;182.2;1;1;1;1;1;3;1;0;220;0
24900;"Íbúðareign";6000;"2015";3;3;11;1;0;85.6;1;0;1;1;1;2;1;1;6010;0
27900;"Íbúðareign";6000;"2015";2;2;4;1;0;97.4;1;0;1;1;1;2;1;1;6010;0
33000;"Íbúðareign";1300;"1991";2;1;8;1;0;124.6;1;0;1;1;1;2;1;0;500;0
48000;"Einbýlishús";1000;"1997";1;1;1;1;0;202;1;1;1;1;1;3;1;1;340;0
55000;"Einbýlishús";1000;"2004";2;1;1;1;0;245;2;1;0;2;1;4;1;2;350;0
28500;"Íbúðareign";0;"1942";5;3;8;1;0;93.2;2;1;1;1;1;1;2;2;72;3
37800;"Íbúðareign";0;"1955";4;4;9;1;0;116.2;1;1;0;1;1;2;2;1;80;0
30000;"Íbúðareign";0;"1983";4;1;14;1;0;100.2;1;1;0;1;1;3;1;1;72;0
38500;"Raðhús";0;"1970";2;1;1;1;0;162.5;2;1;1;2;1;5;1;1;170;0
34600;"Íbúðareign";0;"1971";2;2;5;1;0;87.1;1;1;0;1;1;3;1;0;70;0
23400;"Íbúðareign";0;"1992";3;1;9;1;0;93.1;1;1;0;1;1;2;2;1;130;0
26000;"Íbúðareign";1100;"1972";4;4;17;1;0;91.9;1;1;0;1;1;1;1;0;400;0
27700;"Íbúðareign";0;"2002";4;2;24;1;2;104;1;1;0;1;1;2;1;1;110;0
26300;"Íbúðareign";6000;"1965";2;1;2;1;0;163.1;1;1;0;1;1;3;1;1;6030;0
41820;"Raðhús";6000;"2014";1;1;5;1;0;144.1;1;0;1;2;1;3;1;1;6010;601
30800;"Íbúðareign";6000;"2015";2;1;4;1;0;106.6;1;0;1;1;1;3;1;1;6010;0
14500;"Íbúðareign";2000;"1933";2;1;2;1;0;133.8;2;1;0;1;1;2;1;2;2050;0
28000;"Íbúðareign";1000;"1972";2;1;6;1;0;105.7;2;1;0;1;1;3;1;2;320;0
58000;"Einbýlishús";0;"1991";1;1;1;1;0;235.5;2;1;1;2;1;3;3;0;120;0
22000;"Íbúðareign";0;"1931";2;1;4;1;0;71.7;1;1;0;1;1;2;1;0;25;3
39800;"Einbýlishús";0;"1920";2;1;1;1;0;79.3;3;1;0;1;2;2;1;2;20;0
20200;"Íbúðareign";0;"1993";3;1;9;1;0;71.4;1;1;0;1;0;0;0;0;130;0
23500;"Íbúðareign";1400;"2002";3;1;22;1;2;74.8;1;1;1;1;1;1;1;0;640;0
57500;"Íbúðareign";0;"1958";2;1;2;2;0;232;2;1;0;3;2;6;3;0;80;0
23300;"Íbúðareign";0;"1996";3;3;6;1;0;85.3;2;1;0;1;1;2;1;1;130;0
27300;"Íbúðareign";0;"2000";2;1;2;1;0;72.8;1;1;0;1;1;3;1;0;130;0
27100;"Íbúðareign";0;"1991";5;4;26;1;1;69.6;1;0;1;1;1;1;1;1;280;0
38000;"Íbúðareign";1400;"1992";3;1;2;1;0;170.7;1;1;1;1;2;5;2;1;620;0
34800;"Íbúðareign";0;"1931";4;1;5;1;0;78.8;1;0;1;1;1;1;1;1;25;0
74000;"Einbýlishús";1300;"1983";3;1;1;1;0;361.3;3;1;1;2;1;4;1;0;500;0
29500;"Íbúðareign";0;"1988";4;4;7;1;0;115.4;1;1;0;1;1;3;2;0;120;0
29700;"Íbúðareign";1604;"1981";2;1;2;1;0;116.9;1;1;0;1;1;2;1;0;810;0
18100;"Íbúðareign";0;"1973";4;3;9;1;0;61.2;1;1;0;1;1;1;1;1;200;0
26800;"Íbúðareign";0;"1965";8;1;56;1;2;102;1;1;0;1;1;3;1;0;100;0
44900;"Einbýlishús";1300;"1964";1;1;1;1;0;134.2;1;1;0;1;1;3;1;0;500;0
7040;"Íbúðareign";6000;"1932";2;1;4;1;0;57.7;1;0;1;1;1;2;1;2;6020;0
26000;"Raðhús";6000;"1989";1;1;1;1;0;106.3;1;1;0;1;1;3;1;0;6040;0
41100;"Raðhús";6000;"2014";1;1;5;1;0;156.2;1;1;1;1;1;3;1;1;6010;601
30800;"Íbúðareign";6000;"2015";2;2;4;1;0;106.6;1;0;1;1;1;3;1;1;6010;0
16500;"Íbúðareign";0;"1971";8;3;42;1;1;58.9;1;1;0;1;1;1;1;1;161;0
27500;"Íbúðareign";0;"1989";3;2;11;1;0;95.6;1;1;0;1;1;3;1;1;200;0
22400;"Íbúðareign";0;"1978";4;4;14;1;0;50.4;1;1;0;1;1;2;1;1;72;0
28500;"Íbúðareign";0;"1966";2;1;8;1;0;88.9;1;1;0;1;1;3;1;0;281;0
58200;"Íbúðareign";0;"2014";9;8;36;1;2;90.2;1;1;0;1;1;2;1;0;20;52
23800;"Íbúðareign";0;"1936";3;2;7;1;0;64.3;1;0;1;1;1;2;1;1;20;25
35900;"Raðhús";0;"1990";3;1;1;1;0;125.4;3;1;1;2;1;4;2;0;120;37
35500;"Íbúðareign";0;"1945";3;1;3;1;0;104.6;1;1;0;1;1;2;2;1;90;0
25950;"Íbúðareign";0;"1995";2;2;8;1;0;91.5;1;1;0;1;1;2;1;0;130;0
41500;"Raðhús";0;"1979";2;1;1;1;0;177.6;3;1;0;2;1;6;2;0;150;22
17500;"Íbúðareign";0;"1922";2;0;3;1;0;43;1;0;1;1;1;1;1;0;20;0
22800;"Íbúðareign";0;"2014";7;1;48;1;1;48;1;0;1;1;1;1;1;1;90;0
26500;"Íbúðareign";0;"2014";7;1;48;1;1;72.1;1;0;1;1;1;1;1;1;90;0
26500;"Íbúðareign";0;"2014";7;1;48;1;1;71.4;1;0;1;1;1;1;1;1;90;0
26900;"Íbúðareign";0;"2014";7;1;48;1;1;73.1;1;0;1;1;1;1;1;1;90;0
9500;"Einbýlishús";2000;"1955";1;1;1;1;0;88;1;1;0;1;1;2;2;1;2050;0
39000;"Einbýlishús";1300;"1980";1;1;1;1;0;183.9;1;1;1;1;1;4;1;0;700;0
23500;"Íbúðareign";1400;"1989";4;1;9;1;0;70;1;1;0;1;1;1;1;1;650;0
52000;"Einbýlishús";1400;"1973";1;1;1;1;0;342.6;2;1;1;2;1;6;2;0;600;0
30000;"Íbúðareign";1300;"1992";4;4;8;1;0;99.8;1;1;0;1;1;3;1;0;500;0
21500;"Íbúðareign";1400;"1995";4;1;6;1;0;91.2;1;1;0;1;1;2;1;0;620;0
18500;"Íbúðareign";1400;"1953";2;0;2;1;0;71.9;1;1;0;1;1;1;2;1;600;0
40000;"Íbúðareign";1000;"2007";6;4;16;1;1;157.3;1;1;1;1;1;4;1;0;351;0
62000;"Einbýlishús";0;"1999";1;1;1;1;0;249.7;1;1;1;2;1;5;2;2;140;0
30000;"Íbúðareign";0;"2002";4;2;29;1;0;98.7;1;1;0;1;1;2;1;1;110;0
29000;"Íbúðareign";0;"1959";2;0;3;1;0;99;1;1;1;1;1;3;1;0;100;0
39000;"Íbúðareign";1000;"2006";3;1;18;1;1;140.1;1;1;0;1;1;3;1;0;351;0
51500;"Raðhús";1000;"2004";1;1;1;1;0;148;1;0;1;1;1;3;1;0;350;0
