"kaupverd";"teg_eign";"svfn";"byggar";"efstah";"haednr";"fjibmhl";"fjmib";"lyfta";"birtm2";"fjhaed";"fjbkar";"fjsturt";"fjklos";"fjeld";"fjherb";"fjstof";"fjgeym";"matssvaedi";"undirmatssvaedi"
28000;"Íbúðareign";0;"1954";4;2;7;1;0;94.3;1;1;0;1;1;3;1;0;25;0
37000;"Íbúðareign";0;"1988";1;0;2;1;0;149.1;1;1;1;1;1;3;2;1;120;0
19900;"Íbúðareign";6000;"1950";2;1;2;1;0;113.2;1;0;1;1;1;2;2;1;6020;0
22000;"Íbúðareign";1400;"2003";3;2;6;1;0;93.6;1;1;1;1;1;2;1;1;630;0
19900;"Íbúðareign";0;"1978";3;1;6;1;0;101.4;1;1;0;1;1;3;1;1;150;22
23200;"Íbúðareign";0;"1977";3;3;6;1;0;81.7;1;1;0;1;1;2;1;0;80;0
22900;"Íbúðareign";0;"1991";5;1;26;1;1;69.6;1;0;1;1;1;1;1;1;280;0
20500;"Íbúðareign";0;"1996";2;2;5;1;0;73.4;1;1;0;1;1;1;1;1;130;0
18300;"Íbúðareign";0;"1943";3;3;4;1;0;64.8;1;1;0;1;1;2;1;1;20;25
21000;"Íbúðareign";0;"1951";3;0;4;1;0;74.8;1;1;0;1;1;2;1;1;70;0
35000;"Raðhús";1400;"1994";1;1;1;1;0;137.8;1;1;1;1;1;3;1;1;650;0
16441;"Íbúðareign";0;"2012";4;1;49;1;2;54.7;1;0;1;1;1;1;1;1;160;0
18567;"Íbúðareign";0;"2012";4;1;49;1;2;67.8;1;0;1;1;1;1;1;1;160;0
19744;"Íbúðareign";0;"2012";4;2;49;1;2;69.3;1;0;1;1;1;1;1;1;160;0
26400;"Raðhús";6000;"2005";1;1;4;1;0;99.1;1;1;1;1;1;2;1;1;6010;0
18800;"Íbúðareign";6000;"1992";7;6;35;1;1;67.7;1;0;1;1;1;1;1;1;6040;0
25800;"Íbúðareign";1400;"1978";4;4;7;1;0;152.7;1;1;0;1;1;4;1;0;600;0
20000;"Íbúðareign";0;"1965";4;2;13;1;0;61.1;1;1;1;1;1;1;1;0;72;0
19156;"Íbúðareign";0;"2012";4;2;49;1;2;66.7;1;0;1;1;1;1;1;1;160;0
19156;"Íbúðareign";0;"2012";4;2;49;1;2;66.7;1;0;1;1;1;1;1;1;160;0
19444;"Íbúðareign";0;"2012";4;2;49;1;2;67.7;1;0;1;1;1;1;1;1;160;0
18936;"Íbúðareign";0;"2012";4;2;49;1;2;67.5;1;0;1;1;1;1;1;1;160;0
16899;"Íbúðareign";0;"2012";4;2;49;1;2;55;1;0;1;1;1;0;1;1;160;0
19560;"Íbúðareign";0;"2012";4;2;49;1;2;68.1;1;0;1;1;1;1;1;1;160;0
20200;"Íbúðareign";1400;"2005";5;2;24;1;1;96.8;1;0;1;1;1;2;1;0;630;0
42000;"Íbúðareign";1300;"2013";3;2;41;1;0;139.1;1;1;1;1;1;3;1;0;510;0
70000;"Einbýlishús";0;"1966";2;1;1;1;0;267.1;2;1;1;2;1;9;1;0;72;0
15700;"Íbúðareign";0;"1937";2;1;3;1;0;50.8;1;1;0;1;1;1;1;1;90;12
17600;"Íbúðareign";0;"1986";6;4;30;1;1;86.9;1;1;0;1;1;2;2;2;220;0
21000;"Íbúðareign";0;"1978";4;3;16;1;0;67.8;1;1;0;1;1;2;1;1;72;0
23273;"Íbúðareign";0;"1994";3;3;10;1;0;81.3;1;1;0;1;1;2;1;1;130;0
17500;"Íbúðareign";1400;"1968";3;1;18;1;0;77.1;1;1;0;1;1;1;1;0;600;0
19000;"Íbúðareign";1400;"1994";3;2;10;1;0;80.2;1;1;0;1;1;2;1;1;650;0
28700;"Íbúðareign";1000;"1997";10;5;38;1;2;94.5;1;1;1;1;1;2;1;1;330;0
35000;"Íbúðareign";0;"1972";2;1;2;1;0;132.5;1;1;0;1;1;3;2;1;281;0
23500;"Íbúðareign";0;"1998";2;2;6;1;0;96.2;1;1;1;1;1;2;1;0;170;0
50000;"Íbúðareign";0;"1929";3;2;3;1;0;129;2;1;0;2;2;1;3;0;25;0
39000;"Íbúðareign";0;"1994";1;1;2;1;0;247.6;1;1;0;1;1;2;1;1;120;0
31200;"Íbúðareign";1000;"1960";2;1;2;1;0;156.7;2;1;0;1;1;4;1;1;320;0
68220;"Einbýlishús";1000;"2005";2;1;1;1;0;274.2;2;1;3;3;1;5;1;1;350;0
19800;"Íbúðareign";1000;"1981";6;4;38;1;1;90;1;1;0;1;1;2;1;0;320;62
24000;"Íbúðareign";1000;"2004";3;3;27;1;0;91.4;1;1;0;1;1;3;1;1;350;0
27500;"Raðhús";2000;"2007";1;1;1;1;0;154.6;1;1;0;1;1;3;1;1;2040;0
14900;"Íbúðareign";0;"1947";3;2;6;1;0;63.4;1;0;1;1;1;1;1;0;80;2
67800;"Einbýlishús";0;"1985";1;1;1;1;0;335.1;2;1;3;3;1;5;2;0;210;0
15000;"Íbúðareign";0;"1975";8;3;40;1;1;73.5;1;1;0;1;1;2;1;1;160;0
54000;"Einbýlishús";1400;"2000";2;2;1;1;0;229;2;0;1;1;0;0;0;0;650;0
29000;"Einbýlishús";1400;"1928";3;1;1;1;0;100.1;3;1;1;1;1;3;3;1;600;0
37200;"Íbúðareign";1400;"1998";2;2;2;1;0;164.4;1;1;1;1;1;1;2;0;650;0
27500;"Íbúðareign";0;"1959";3;3;4;1;0;113.8;1;1;0;1;1;3;2;0;80;0
19700;"Parhús";0;"1985";1;1;1;1;0;69.1;1;0;1;1;1;1;1;0;150;102
39000;"Parhús";0;"1995";1;1;1;1;0;148.7;1;1;1;2;1;3;1;0;130;0
37250;"Íbúðareign";0;"1956";3;1;4;1;0;146.1;1;1;0;2;1;3;1;0;90;0
26405;"Íbúðareign";1400;"2006";5;1;37;1;1;111.3;1;1;0;1;1;3;1;0;630;0
33500;"Íbúðareign";1400;"1976";2;1;2;1;0;170.1;1;1;1;1;1;3;2;1;600;0
18000;"Íbúðareign";2000;"1959";2;1;2;1;0;142.7;1;1;0;1;1;3;2;1;2050;0
25000;"Íbúðareign";0;"1984";3;2;6;1;0;71.8;1;0;1;1;1;1;1;1;70;0
21500;"Íbúðareign";1400;"2004";3;3;7;1;0;125.4;1;1;0;1;1;3;1;0;630;0
46000;"Einbýlishús";1400;"1979";1;1;1;1;0;205.1;1;1;1;1;1;4;1;0;600;0
35000;"Íbúðareign";1300;"2013";3;3;41;1;0;104.2;1;1;0;1;1;2;1;0;510;0
18200;"Íbúðareign";1400;"1988";3;1;6;1;0;92.2;1;1;0;1;1;2;1;1;680;0
22300;"Íbúðareign";1400;"1969";3;1;9;1;0;118.5;1;1;0;1;1;3;1;1;600;0
27000;"Íbúðareign";0;"1942";2;1;3;1;0;116.7;1;1;0;1;1;3;1;1;100;0
20900;"Íbúðareign";0;"1996";3;3;11;1;0;86.3;1;1;0;1;1;2;1;2;130;0
42500;"Íbúðareign";1300;"2013";3;1;41;1;0;131.2;1;0;1;1;1;4;1;0;510;0
43000;"Íbúðareign";1300;"2013";3;3;41;1;0;140.6;1;1;0;1;1;3;1;1;510;0
16050;"Íbúðareign";1000;"1949";2;1;3;1;0;67.7;1;1;0;1;1;2;1;0;300;0
30300;"Íbúðareign";1000;"2005";2;1;8;1;0;107;1;1;1;1;1;3;1;1;350;0
42100;"Íbúðareign";1000;"2007";2;1;4;1;0;153.3;1;1;1;1;1;4;1;1;351;0
35800;"Íbúðareign";1000;"2006";2;2;8;1;0;136.7;1;1;0;2;1;3;1;1;350;0
23500;"Íbúðareign";1000;"1988";3;1;9;1;0;77.5;1;1;0;1;1;2;1;0;330;0
88500;"Einbýlishús";1000;"2008";2;1;1;1;0;337.7;2;1;2;2;1;4;2;2;350;0
21000;"Íbúðareign";0;"1977";3;3;6;1;0;78.9;1;1;0;1;1;2;1;0;80;0
36900;"Íbúðareign";0;"1906";2;1;2;1;0;146.8;2;1;1;1;1;3;3;0;20;0
22500;"Íbúðareign";0;"1961";4;2;8;1;0;82.5;1;1;0;1;1;2;1;0;80;17
19000;"Íbúðareign";0;"1978";2;1;10;1;0;58.6;1;1;0;1;1;2;1;1;284;0
48600;"Einbýlishús";1604;"1979";1;1;1;1;0;247.4;2;1;0;2;1;3;3;3;800;0
22000;"Íbúðareign";6000;"2004";2;1;4;1;0;87.8;1;1;0;1;1;2;1;1;6080;0
8400;"Íbúðareign";6000;"1973";4;1;11;1;0;43.1;1;1;0;1;1;1;1;0;6030;0
24500;"Íbúðareign";1000;"2004";3;1;19;1;1;88.2;1;1;0;1;1;2;1;0;350;0
25500;"Íbúðareign";1000;"2004";12;1;46;1;2;94.8;1;0;1;1;1;2;1;0;340;0
24500;"Íbúðareign";0;"1962";3;3;4;1;0;70.1;1;0;1;1;1;2;2;0;90;13
46000;"Íbúðareign";1300;"2004";3;3;37;1;1;124.3;1;1;0;1;1;2;1;0;510;0
17388;"Íbúðareign";0;"1975";3;2;16;1;0;93.3;1;1;0;1;1;2;1;0;150;24
35100;"Íbúðareign";0;"1957";3;2;4;1;0;142.2;1;1;0;1;1;3;2;0;80;0
25700;"Íbúðareign";0;"1961";4;0;10;1;0;111.8;1;1;0;1;1;3;1;1;100;0
15700;"Íbúðareign";0;"1928";3;3;3;1;0;37.4;1;1;0;1;1;1;1;0;11;0
49500;"Íbúðareign";0;"1945";5;3;6;1;1;168.8;1;1;1;2;1;3;1;1;20;0
29000;"Íbúðareign";0;"1990";4;3;8;1;0;156.1;2;0;1;2;1;4;2;0;120;0
43500;"Raðhús";0;"1989";2;1;1;1;0;192;2;1;1;2;1;4;2;0;120;0
27900;"Íbúðareign";0;"2005";6;5;23;1;1;104.8;1;1;0;1;1;3;1;0;130;0
41500;"Einbýlishús";6000;"2008";1;1;1;1;0;251.2;1;1;1;2;1;3;1;1;6010;601
22140;"Raðhús";2000;"1980";2;1;1;1;0;185.3;2;1;1;2;1;4;1;0;2050;0
6500;"Íbúðareign";2000;"1975";2;1;4;1;0;61.8;1;0;1;1;1;1;1;0;2040;0
25300;"Íbúðareign";0;"1960";4;3;9;1;0;103.8;1;1;0;1;1;2;2;0;100;0
15000;"Íbúðareign";1400;"1987";2;1;10;1;0;55;1;0;1;1;1;1;1;1;680;0
42500;"Íbúðareign";1300;"2013";3;2;41;1;0;154.7;1;1;1;1;1;2;1;0;510;0
22500;"Raðhús";1000;"1989";1;1;1;1;0;73.2;1;1;0;1;1;1;1;0;320;0
21000;"Íbúðareign";1604;"1995";2;1;4;1;0;84.2;1;1;0;1;1;2;1;1;840;0
21500;"Íbúðareign";1400;"1976";3;1;6;1;0;123.8;1;1;0;1;1;3;2;1;600;0
35100;"Einbýlishús";1400;"1931";2;1;1;1;0;223;2;1;0;1;1;5;2;5;660;0
46000;"Raðhús";1000;"1993";2;1;1;1;0;191.8;2;1;2;2;1;4;1;0;330;0
52000;"Parhús";1000;"1983";2;1;1;1;0;277.9;3;1;1;2;1;7;1;0;320;0
32300;"Íbúðareign";1000;"1996";3;1;2;1;0;143.4;1;1;1;1;1;2;1;0;330;0
54500;"Einbýlishús";1000;"1990";1;1;1;1;0;262.8;2;1;1;2;1;5;1;1;330;0
36900;"Íbúðareign";1000;"2007";5;2;28;1;2;144.7;1;1;1;1;1;3;1;1;350;0
20900;"Íbúðareign";1400;"1946";2;1;2;1;0;98;1;0;1;1;1;2;1;1;660;0
46800;"Raðhús";0;"1998";1;1;1;1;0;157.6;1;1;0;1;1;3;1;0;140;0
33500;"Íbúðareign";1000;"1967";2;2;2;1;0;146.2;2;1;0;1;1;3;2;1;300;0
37300;"Parhús";1604;"1990";1;1;1;1;0;169.5;1;1;1;1;1;3;1;0;800;0
19000;"Íbúðareign";0;"1979";3;3;5;1;0;49.1;1;0;1;1;1;2;1;1;20;0
24497;"Íbúðareign";1604;"2007";3;1;9;1;0;84.3;1;1;0;1;1;2;1;0;800;0
12400;"Íbúðareign";0;"1976";7;3;59;1;1;48.9;1;1;0;1;1;1;1;1;160;0
16400;"Íbúðareign";0;"1974";4;1;7;1;0;77.3;1;1;0;1;1;2;1;1;160;0
19272;"Íbúðareign";0;"1972";3;1;6;1;0;90.4;2;1;0;1;1;3;1;2;170;0
35900;"Raðhús";0;"1974";1;1;1;1;0;147.3;1;1;1;1;1;3;2;1;161;0
25000;"Íbúðareign";1400;"2006";6;3;23;1;1;102.7;1;1;0;1;1;2;1;1;630;0
17600;"Íbúðareign";1300;"2003";3;2;10;1;0;76.2;1;0;1;1;1;1;1;0;700;0
63000;"Einbýlishús";1300;"1999";1;1;1;1;0;208.5;1;1;1;2;1;3;1;0;520;0
77000;"Einbýlishús";1300;"1966";2;1;1;1;0;309.4;2;1;1;2;1;5;2;0;560;65
27900;"Íbúðareign";1000;"1959";2;2;2;1;0;90.2;1;1;0;1;1;2;1;1;320;0
69000;"Íbúðareign";0;"1946";3;1;4;1;0;236.6;2;1;0;1;1;5;2;0;70;0
27900;"Íbúðareign";0;"1975";3;1;4;1;0;158.1;1;0;1;1;1;4;2;1;281;0
25300;"Íbúðareign";0;"1939";3;2;4;1;0;76.3;1;0;1;1;1;2;1;2;72;0
24055;"Íbúðareign";1604;"1995";2;2;2;1;0;94.2;1;1;0;1;1;2;1;0;840;0
8700;"Íbúðareign";0;"1973";7;2;56;1;1;63.6;1;0;1;1;1;1;1;0;160;21
29200;"Íbúðareign";0;"1942";3;1;4;1;0;95.4;1;0;1;1;1;2;1;1;100;0
24500;"Íbúðareign";0;"1942";5;1;8;1;0;94.3;2;1;1;1;1;2;2;1;72;3
14500;"Íbúðareign";0;"1974";8;8;47;1;1;67.4;1;1;1;1;1;1;1;0;160;0
19200;"Íbúðareign";0;"1941";2;0;6;1;0;59.5;1;0;1;1;1;1;1;1;72;0
28500;"Íbúðareign";0;"1978";4;2;9;1;0;92.3;1;1;0;1;1;3;1;1;72;0
23500;"Íbúðareign";0;"1942";3;3;7;1;0;93.6;1;1;0;1;1;1;2;1;90;20
20749;"Íbúðareign";0;"1967";3;1;8;1;0;82.4;1;1;0;1;1;2;1;1;200;0
21700;"Íbúðareign";0;"1962";4;1;27;1;0;97.2;1;1;0;1;1;3;1;1;100;1
21000;"Einbýlishús";2000;"1957";1;1;1;1;0;208;2;1;0;2;1;3;2;0;2050;0
24500;"Íbúðareign";1400;"1989";4;2;59;1;1;73.4;1;1;0;1;1;1;1;0;600;0
25759;"Íbúðareign";1400;"2006";9;1;34;1;2;79.9;1;1;1;1;1;2;1;1;630;0
20150;"Íbúðareign";1400;"2012";6;2;40;1;3;71;1;1;0;1;1;1;1;0;680;105
20750;"Íbúðareign";1400;"2012";6;4;40;1;3;70.3;1;1;0;1;1;1;1;0;680;105
37500;"Einbýlishús";1300;"1973";1;1;1;1;0;159.6;1;0;1;2;1;3;2;1;500;0
17750;"Íbúðareign";0;"1994";3;2;7;1;0;80.8;1;1;0;1;1;2;1;0;130;0
32500;"Íbúðareign";0;"2001";7;2;26;1;1;106.4;1;0;1;1;1;2;1;0;90;46
31500;"Íbúðareign";0;"2000";7;1;25;1;1;103.1;1;1;0;1;1;2;1;1;90;46
31000;"Einbýlishús";6000;"1976";1;1;1;1;0;176.3;1;1;0;1;1;4;1;0;6040;0
26850;"Íbúðareign";0;"1922";2;2;3;1;0;93.6;1;1;0;1;1;2;2;0;20;0
65000;"Einbýlishús";1300;"1995";1;1;1;1;0;216;1;0;1;1;1;4;1;0;500;0
27294;"Íbúðareign";1400;"2008";2;1;4;1;0;119.6;1;1;1;1;1;3;1;1;630;0
20500;"Íbúðareign";1604;"1992";3;3;9;1;0;94.8;1;1;0;1;1;3;1;0;800;0
38500;"Íbúðareign";1000;"1998";3;2;6;1;0;150.4;1;1;1;1;1;3;1;0;340;23
37300;"Íbúðareign";1000;"2008";5;1;28;1;2;146.5;1;0;1;2;1;2;1;0;350;0
46500;"Raðhús";1000;"2000";1;1;1;1;0;168.3;2;1;0;1;1;4;1;0;340;0
24900;"Íbúðareign";0;"1948";2;0;3;1;0;94.6;1;1;1;1;1;2;1;0;100;0
16500;"Íbúðareign";1000;"1980";2;1;6;1;0;81;1;1;0;1;1;1;1;0;320;0
18500;"Íbúðareign";0;"1990";3;1;7;1;0;68.2;1;1;0;1;1;1;2;1;120;37
14200;"Íbúðareign";0;"1942";5;2;39;1;1;36.5;1;0;1;1;1;0;1;1;20;0
27000;"Íbúðareign";1000;"1978";2;1;2;1;0;100.1;1;1;1;1;1;2;1;1;300;0
20100;"Einbýlishús";6000;"1937";2;1;1;1;0;88.8;2;0;1;1;1;2;1;0;6020;0
18000;"Íbúðareign";6000;"2004";3;2;12;1;0;81.2;1;1;0;1;1;2;1;1;6010;0
14000;"Raðhús";6000;"1975";1;1;1;1;0;85.2;1;1;0;1;1;2;1;1;6040;0
52000;"Einbýlishús";6000;"1974";2;1;1;1;0;330.6;2;1;3;3;1;6;3;2;6030;0
30000;"Íbúðareign";0;"1960";3;2;4;1;0;119;1;1;0;1;1;3;2;1;80;0
27500;"Raðhús";6000;"2003";2;1;4;1;0;112.3;2;1;0;1;1;3;1;1;6030;0
25674;"Íbúðareign";6000;"1961";2;1;2;1;0;117.4;1;1;0;1;1;3;2;0;6030;0
21500;"Íbúðareign";0;"1978";4;3;14;1;0;67.8;1;1;0;1;1;2;1;1;72;0
34500;"Íbúðareign";0;"1932";3;2;5;1;0;89.5;2;0;0;0;1;2;1;1;25;0
20000;"Íbúðareign";0;"1996";3;3;11;1;0;84.9;1;1;0;1;1;2;1;1;130;0
36000;"Íbúðareign";1100;"1996";2;2;2;1;0;111.4;1;1;1;1;1;2;1;1;400;0
68900;"Einbýlishús";0;"1933";2;1;1;1;0;258.6;3;1;0;1;1;6;1;0;72;0
52200;"Íbúðareign";0;"1967";2;2;4;1;0;196.3;1;1;1;2;1;3;2;1;72;0
105000;"Einbýlishús";0;"1958";2;1;2;2;0;286.8;2;1;2;3;1;7;3;0;100;16
23500;"Íbúðareign";0;"1989";2;2;7;1;0;96.6;1;1;0;1;1;2;2;1;120;0
28500;"Íbúðareign";0;"1989";4;3;7;1;0;105;1;1;0;1;0;3;1;0;72;0
47000;"Raðhús";0;"1990";2;1;1;1;0;197.7;2;1;1;1;1;4;3;0;130;0
21400;"Íbúðareign";1400;"2009";4;2;16;1;0;79.9;1;1;0;1;1;2;1;0;630;0
64000;"Einbýlishús";1300;"1973";1;1;1;1;0;179.2;1;0;1;1;1;4;1;0;500;0
23100;"Íbúðareign";1400;"1929";2;1;2;1;0;109.9;2;1;0;1;1;3;1;0;600;0
21500;"Íbúðareign";0;"1950";2;0;3;1;0;76.7;1;0;1;1;1;2;1;0;80;0
27900;"Íbúðareign";0;"1963";2;0;3;1;0;102.6;1;1;0;1;1;2;1;1;91;48
20400;"Íbúðareign";0;"1994";3;3;13;1;0;85.5;1;1;0;1;1;2;1;1;130;0
21200;"Íbúðareign";1400;"1976";3;2;9;1;0;118.7;1;1;1;1;1;3;1;0;600;0
24000;"Íbúðareign";0;"1926";2;1;2;1;0;76.7;2;0;1;1;1;2;1;0;25;0
24500;"Einbýlishús";0;"1961";1;1;1;1;0;113.7;1;1;0;1;1;3;1;1;200;0
35700;"Íbúðareign";1400;"2003";5;4;36;1;1;178.9;1;1;1;1;1;4;1;1;630;0
41500;"Raðhús";1300;"2001";1;1;1;1;0;141.1;1;1;1;1;1;3;2;0;520;0
14000;"Íbúðareign";1000;"1960";2;0;2;1;0;82.7;1;1;0;1;1;1;1;1;320;0
22500;"Íbúðareign";0;"1981";3;2;15;1;0;66;1;1;0;1;1;1;1;0;72;0
35000;"Raðhús";0;"1988";1;1;1;1;0;142.5;1;0;1;1;1;3;2;0;220;0
23200;"Íbúðareign";0;"1973";4;3;7;1;0;113.2;1;1;0;1;1;2;1;0;200;0
41250;"Einbýlishús";1604;"1974";1;1;1;1;0;298.5;2;1;1;3;1;7;1;2;800;0
38000;"Parhús";1000;"1989";2;1;1;1;0;174.8;2;2;1;2;1;4;1;0;330;0
19500;"Íbúðareign";1000;"1990";2;1;2;1;0;72.7;1;0;1;1;1;1;1;0;330;0
28000;"Íbúðareign";1000;"2000";4;1;8;1;0;111.5;1;1;0;1;1;3;1;1;330;0
21500;"Íbúðareign";1000;"1966";3;1;11;1;0;90.3;1;1;0;1;1;2;1;1;300;0
28100;"Íbúðareign";0;"1979";4;2;10;1;0;108.9;1;1;0;1;1;3;1;0;72;0
44500;"Íbúðareign";1300;"2013";3;3;41;1;0;157.6;1;1;1;1;1;2;1;0;510;0
27900;"Íbúðareign";1000;"1961";2;2;2;1;0;114.1;1;1;0;1;1;2;2;2;300;0
32000;"Einbýlishús";2000;"1972";1;1;1;1;0;201.9;1;1;0;2;1;5;2;0;2050;0
26500;"Íbúðareign";0;"2004";3;2;9;1;0;104.7;1;1;0;1;1;2;1;1;270;0
21750;"Íbúðareign";0;"1965";8;7;56;1;2;87.6;1;1;0;1;1;3;1;0;100;0
15588;"Íbúðareign";0;"1984";4;4;17;1;0;57.6;1;1;0;1;1;1;1;1;220;0
21900;"Íbúðareign";0;"2007";2;2;4;1;0;86.1;1;0;1;1;1;2;1;1;160;0
28500;"Íbúðareign";1100;"1987";6;4;16;1;0;101.7;1;1;0;1;1;3;1;0;400;0
30500;"Íbúðareign";1604;"2004";2;1;4;1;0;121.4;1;0;1;1;1;3;1;1;810;0
35000;"Íbúðareign";0;"2002";3;3;3;1;0;141.3;1;1;1;1;1;4;1;0;180;0
17700;"Íbúðareign";0;"1983";5;3;13;1;0;52.1;1;1;0;1;1;1;1;0;72;0
19500;"Íbúðareign";1000;"1956";2;1;3;1;0;89.5;1;1;0;1;1;2;1;1;300;0
33900;"Íbúðareign";1000;"2010";5;2;34;1;2;123.9;1;0;1;1;1;2;1;1;350;0
18500;"Íbúðareign";0;"1972";3;3;6;1;0;93.7;1;1;0;1;1;3;1;1;170;0
36500;"Íbúðareign";0;"1954";3;2;4;1;0;159.2;1;1;0;2;1;3;2;2;90;0
23200;"Íbúðareign";0;"1947";4;1;8;1;0;81;1;1;0;1;1;1;2;2;90;0
16900;"Íbúðareign";0;"1964";4;1;13;1;0;59.1;1;1;1;1;1;1;1;0;91;0
45000;"Íbúðareign";0;"1960";2;2;3;1;0;185.7;1;1;1;1;1;4;2;2;100;0
43600;"Íbúðareign";0;"2008";3;2;9;1;1;128.4;1;1;1;1;1;2;1;0;20;52
15000;"Íbúðareign";1400;"1955";2;0;2;1;0;65.7;1;0;1;1;1;1;1;0;600;0
22900;"Íbúðareign";1000;"1974";3;2;9;1;0;103.6;2;1;0;1;1;3;1;0;320;0
63500;"Parhús";1000;"2001";2;1;1;1;0;235.7;2;1;1;2;1;5;1;1;340;0
59000;"Einbýlishús";1000;"1970";1;1;1;1;0;209.4;2;1;1;2;1;6;1;0;320;0
31900;"Íbúðareign";1000;"2012";4;1;25;1;1;119.9;1;1;1;1;1;3;1;0;351;0
33900;"Íbúðareign";0;"1981";2;1;6;1;0;106.4;1;1;0;1;1;4;1;0;72;0
20650;"Íbúðareign";0;"1948";2;1;2;1;0;80;1;0;1;1;1;1;2;0;90;0
17000;"Íbúðareign";0;"1922";3;1;7;1;0;62.2;1;0;1;1;1;1;2;0;11;0
16100;"Íbúðareign";0;"1986";6;1;30;1;1;52.9;1;1;0;1;1;1;1;1;220;0
44000;"Íbúðareign";0;"2008";8;2;15;1;1;127.8;1;0;1;2;1;2;2;0;20;52
9000;"Íbúðareign";2000;"1956";3;3;3;1;0;40.6;1;0;1;1;1;1;1;0;2050;0
13800;"Íbúðareign";0;"1968";3;1;6;1;0;72.2;1;1;0;1;1;1;1;1;170;0
19000;"Íbúðareign";0;"1981";4;4;14;1;0;57.4;1;1;0;1;1;1;1;0;72;0
15600;"Íbúðareign";0;"1969";3;1;6;1;0;52.1;1;1;1;1;0;1;1;0;280;0
32000;"Íbúðareign";0;"1926";4;2;6;1;0;111;1;1;0;1;1;3;2;0;25;0
45700;"Íbúðareign";0;"1939";3;2;7;1;0;135.6;2;1;1;2;1;4;3;0;70;0
46300;"Íbúðareign";0;"2006";7;3;32;1;3;139.2;1;0;1;1;1;2;1;0;90;46
21000;"Íbúðareign";0;"1994";3;3;12;1;0;93.5;1;1;1;1;1;3;1;1;130;0
28500;"Raðhús";0;"1972";1;1;1;1;0;156.8;1;1;1;1;1;4;2;0;161;0
19500;"Íbúðareign";0;"1930";3;1;6;1;0;50.9;1;0;1;1;1;1;1;0;20;0
30000;"Íbúðareign";0;"1946";3;1;3;1;0;140.9;1;1;0;1;1;3;1;0;80;2
42000;"Einbýlishús";1604;"2005";2;1;1;1;0;204.7;2;1;1;2;1;4;1;1;810;0
67500;"Einbýlishús";0;"1974";1;1;1;1;0;214.3;1;1;1;2;1;4;2;0;75;0
23000;"Íbúðareign";0;"1929";3;2;3;1;0;83.9;1;1;1;0;1;2;1;1;11;0
23050;"Íbúðareign";0;"1948";3;1;5;1;0;63;1;0;1;1;1;1;1;0;25;0
43500;"Einbýlishús";6000;"2001";2;1;1;1;0;179;2;1;2;2;1;3;1;2;6030;0
17700;"Íbúðareign";1400;"1955";3;2;3;1;0;116.9;1;1;0;1;1;2;1;2;600;0
38500;"Íbúðareign";1400;"2009";5;2;35;1;2;137.2;1;1;1;2;1;2;1;0;600;18
50700;"Einbýlishús";1400;"1992";2;1;1;1;0;208.6;2;1;1;2;1;3;2;0;620;0
49500;"Einbýlishús";1300;"1966";1;1;1;1;0;162.8;1;1;0;2;1;4;2;0;560;0
16900;"Íbúðareign";1400;"1965";4;2;20;1;0;86.1;1;1;0;1;1;2;1;2;600;0
22000;"Parhús";2000;"1984";1;1;1;1;0;129.2;1;1;1;1;1;3;1;0;2050;0
7000;"Íbúðareign";2000;"1953";2;2;2;1;0;116.5;2;0;1;1;1;3;2;1;2040;0
16800;"Íbúðareign";0;"1942";3;2;6;1;0;51.5;1;0;1;1;1;1;1;0;72;3
23300;"Íbúðareign";0;"1960";8;3;49;1;2;99.7;1;1;0;1;1;2;2;1;100;0
57000;"Parhús";1100;"1999";2;1;1;1;0;181;2;0;1;2;1;2;3;1;400;0
24000;"Íbúðareign";0;"1958";4;2;8;1;0;118.5;1;0;1;1;1;3;1;0;100;0
22900;"Íbúðareign";0;"1957";4;1;8;1;0;83.3;1;1;0;1;1;2;1;0;80;17
25000;"Íbúðareign";0;"1986";5;3;13;1;0;81.9;1;1;0;1;1;2;1;1;72;0
32000;"Íbúðareign";0;"1985";4;3;10;1;0;109.7;2;1;0;2;1;4;1;0;72;0
17900;"Íbúðareign";0;"1956";2;0;3;1;0;92.9;1;1;0;1;1;1;2;1;100;0
36400;"Raðhús";0;"1994";1;1;1;1;0;133.4;1;0;1;1;1;3;1;0;130;0
14836;"Íbúðareign";0;"1978";4;4;16;1;0;50.4;1;1;0;1;1;1;1;1;72;0
40200;"Einbýlishús";1604;"1978";1;1;1;1;0;176.3;1;1;1;1;1;4;1;1;800;0
78000;"Parhús";1100;"1988";2;1;1;1;0;295.7;2;0;1;2;1;6;1;0;400;0
11000;"Íbúðareign";0;"1974";4;0;8;1;0;46.9;1;0;1;1;1;1;1;0;150;22
32300;"Íbúðareign";0;"2006";4;3;4;1;0;103.6;2;0;1;1;1;1;2;0;25;0
16000;"Íbúðareign";0;"1973";7;3;56;1;1;73.2;1;1;0;1;1;2;1;1;160;21
15850;"Íbúðareign";0;"1974";7;7;35;1;1;76.5;1;1;0;1;1;2;1;0;160;0
22500;"Íbúðareign";0;"1969";3;3;6;1;0;113.8;2;1;0;1;1;3;1;0;170;0
46600;"Íbúðareign";0;"1986";2;2;2;1;0;212.3;1;1;1;2;1;4;2;0;120;0
20000;"Íbúðareign";0;"1972";4;4;10;1;0;78.7;1;1;0;1;1;2;1;1;161;0
